id,error_tag,confidence,check,rationale,proposed_fix,fix_verb,fix_arg,evidence,route,reaction_flag,reaction_note
dgdg1839Z12Z15Z1637Z10Z13Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146279 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145698 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
2m6sbenzq_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1091711 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pqh2_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145595 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1839Z12Z15Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146558 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1829Z12Z1634Z7Z10Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146273 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1819Z18111Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146647 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1819Z1845Z9Z12Z15Z_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146216 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pcox_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145922 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag18111Z1819Z1835Z9Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146643 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgts1829Z12Z1829Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146381 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1801835Z9Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145916 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pg18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146304 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag18111Z1819Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146644 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photon438_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145816 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1829Z12Z1619Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146594 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photon490_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145818 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pg1829Z12Z1613E_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147278 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1819Z1637Z10Z13Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146383 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
1agpe1829Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147357 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
glc_D_B_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1105026 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146593 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dvpchlda_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147096 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdca1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146488 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photon450_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145796 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdca1839Z12Z15Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146874 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
lipacp_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1093279 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa18111Z1819Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145677 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa1801819Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145678 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
cdp12dgr18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146537 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
1agpe18111Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145879 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
arso4_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM148086 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pgp1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146611 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pmeACP_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM727684 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1819Z1819Z1819Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145932 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asnglcnacglcnacman_man_man_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM148089 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pgp1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146611 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1819Z1619Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146384 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pchlda_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM163566 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1601819Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146635 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photon437_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145817 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
1odec9eg3p_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145555 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1829Z12Z1644Z7Z10Z13Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146291 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
npdp_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1093442 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photon680_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145691 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1819Z1819Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146650 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pail1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146484 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1801845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146214 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe18111Z1835Z9Z12Z_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145917 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa1819Z1619Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147356 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pail1819Z160_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146484 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1829Z12Z1835Z9Z12Z_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146217 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
1agpe1819Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145880 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
etfrd_m,reference_lacks_structure,low,reference_without_structure,"assigned MNXM11480 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
gdpgal_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1093017 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
hpot13_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM732342 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
sqdg1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146234 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa18111Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145696 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
cdp12dgr1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146536 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1829Z12Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146276 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
apotfen_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM8317 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pcrd_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145921 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1839Z12Z15Z1634Z7Z10Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146277 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1801829Z12Z_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146443 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
o2D_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147527 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag16018111Z1835Z9Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146631 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
cacoa_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145706 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pail18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146483 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
photonVis_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145712 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1801819Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146442 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdpa1829Z12Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146491 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
gal1p_L_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1106067 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
sqdg1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146234 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
starch300_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146233 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1801819Z1835Z9Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146637 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdpa18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146875 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag18111Z18111Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146641 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pg1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146218 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgts1829Z12Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146382 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
sqdg160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146235 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1829Z12Z1627Z10Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145909 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
2c4mthzep_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM1091690 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdca18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146873 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa1601819Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145699 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pa18111Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145696 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pq_u,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145596 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
12dgr1819Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146745 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1839Z12Z15Z1627Z10Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146296 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgts1829Z12Z18111Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146553 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pe1801835Z9Z12Z_e,reference_lacks_structure,low,reference_without_structure,"assigned MNXM145916 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1829Z12Z1617Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146292 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1819Z1617Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146271 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
campstnl_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM736368 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1819Z18111Z1835Z9Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146646 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1829Z12Z1617Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146274 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
pg1829Z12Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146448 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1819Z1637Z10Z13Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147158 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
mgdg1829Z12Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146293 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
asqdpa1839Z12Z15Z160_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146876 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
tag1801819Z1845Z9Z12Z15Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146638 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgts1819Z1829Z12Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146378 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
dgdg1829Z12Z1637Z10Z13Z_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146275 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
12dgr1819Z1619Z_c,reference_lacks_structure,low,reference_without_structure,"assigned MNXM147343 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
cdp12dgr1819Z160_h,reference_lacks_structure,low,reference_without_structure,"assigned MNXM146536 carries no formula or charge in MetaNetX, so formula/charge here are unverified rather than confirmed",verify formula and charge against MetaCyc/KEGG or a structure source,"","","",observation,"",""
